SOCbp,OCV_V_15C,R0_ohm_15C,R1_ohm_15C,C1_F_15C,tau1_s_15C,R2_ohm_15C,C2_F_15C,tau2_s_15C,OCV_V_25C,R0_ohm_25C,R1_ohm_25C,C1_F_25C,tau1_s_25C,R2_ohm_25C,C2_F_25C,tau2_s_25C,OCV_V_45C,R0_ohm_45C,R1_ohm_45C,C1_F_45C,tau1_s_45C,R2_ohm_45C,C2_F_45C,tau2_s_45C
0.16,3.4364629706692,0.00285648609360643,0.000533670552329476,627.256205181265,0.334748165471176,0.00305243503329555,6028.7693785226,18.4024268586619,3.41427279498293,0.00200687652372945,0.000243463437772387,1840.2704365056,0.448038566902546,0.00312589237847407,6610.6039433894,20.6640364837516,3.39457197281915,0.00169531090116495,0.00015105213485651,3348.73728729068,0.505833916318854,0.00320951855923449,7339.0261021048,23.5547404814117
0.165,3.44356166859137,0.00284860151791815,0.000522577473360004,640.931458168886,0.33493634200684,0.00303927668807469,6095.84241408221,18.526951743297,3.42107187509641,0.00199646588246656,0.00023663411972278,1915.3771669374,0.453243589835342,0.00309880065889516,6696.70690692346,20.7517597756022,3.40036478735077,0.00168940564306813,0.000150251123601171,3395.62533403484,0.510196521767336,0.00318296222809128,7447.04586547054,23.7036657006561
0.17,3.45066036651354,0.00284071694222988,0.000511484394390533,655.199889220132,0.335124518542504,0.00302611834285383,6163.49875145417,18.6514766279321,3.42787095520989,0.00198870436938892,0.000231005579215928,1985.14097792737,0.458578641431387,0.0030661636788794,6775.28779783779,20.774141359685,3.4061576018824,0.0016835003849713,0.000149450112345832,3443.01599469603,0.514559127215818,0.00315640589694807,7556.88327124325,23.8525909199004
0.175,3.45775906443572,0.0028328323665416,0.000500391315421062,670.100948486712,0.335312695078168,0.00301295999763296,6231.74603291051,18.7760015125673,3.43467003532338,0.0019819923205389,0.000225852732215889,2054.28200900685,0.463965204476142,0.00303132991861962,6851.98842932826,20.7706375278582,3.41195041641402,0.00167759512687447,0.000148649101090493,3490.91739443749,0.518921732664301,0.00312984956580486,7668.5845867396,24.0015161391448
0.18,3.46485776235789,0.00282494779085332,0.000489298236451591,685.677663681962,0.335500871613831,0.0029998016524121,6300.59203481162,18.9005263972024,3.44146911543686,0.00197528027168888,0.000220699885215851,2126.65161588942,0.469351767520898,0.00299649615835983,6930.472324516,20.7671336960313,3.41774323094564,0.00167201439545755,0.000147959452981701,3532.01143497604,0.522594479844168,0.0031013012052246,7779.95765710817,24.127992058586
0.185,3.47195646028006,0.00281706321516504,0.00047820515748212,701.977055030081,0.335689048149495,0.00298664330719124,6370.04467056011,19.0250512818375,3.44826819555035,0.00196856822283886,0.000215547038215812,2202.48134465356,0.474738330565653,0.00296166239810004,7010.80240527236,20.7636298642045,3.42353604547727,0.00166726108459855,0.000147553738868321,3554.69371913775,0.524508348790513,0.00306767392136871,7887.81055486628,24.1972307358601
0.19,3.47905515820223,0.00280917863947677,0.000467112078512649,719.050609341209,0.335877224685159,0.00297348496197037,6440.11199363297,19.1495761664727,3.45506727566383,0.00196185617398884,0.000210394191215773,2282.02542492254,0.480124893610409,0.00292682863784026,7093.04458893664,20.7601260323776,3.42932886000889,0.00166250777373954,0.000147148024754942,3577.50108174102,0.526422217736859,0.00303404663751281,7998.05418713899,24.2664694131343
0.195,3.4861538561244,0.00280364037428415,0.000457643843921495,736.094636479104,0.336869178928293,0.00294991464516139,6499.78477633301,19.1738103021018,3.46186635577732,0.00195514412513882,0.000205241344215735,2365.56361736176,0.485511456655164,0.00289199487758047,7177.2679687166,20.7566222005508,3.43512167454051,0.00165775446288054,0.000146742310641562,3600.43456023897,0.528336086683204,0.00300041935365691,8110.76893659817,24.3357080904084
0.2,3.49325255404658,0.00279851907174876,0.000448464360299505,753.691937125394,0.338003972445834,0.00292449401768446,6558.47529879577,19.1802217764595,3.4686654358908,0.0019484320762888,0.000200088497215696,2453.40450116295,0.49089801969992,0.00285716111732069,7263.54500728516,20.753118368724,3.44136774634088,0.00165300115202153,0.000146336596528183,3623.49520358996,0.53024995562955,0.00296679206980101,8226.03883032473,24.4049467676826
0.205,3.50035125196875,0.00279339776921338,0.000439284876677514,772.024679129446,0.339138765963376,0.00289907339020753,6618.19508109926,19.1866332508172,3.47417484993584,0.00194172002743878,0.000194935650215657,2545.88928292816,0.496284582744675,0.0028223273570609,7351.9517447137,20.7496145368971,3.44869199979249,0.00164824784116253,0.000145930882414803,3646.68407241751,0.532163824575895,0.00293316478594511,8343.95174871526,24.4741854449567
