SOC,OCVchg_V_15C,OCVdis_V_15C,OCVavg_V_15C,OCVchg_V_25C,OCVdis_V_25C,OCVavg_V_25C,OCVchg_V_45C,OCVdis_V_45C,OCVavg_V_45C
0.48,3.77273180020957,3.71660165694353,3.74466672857655,3.76334976731048,3.70923425764862,3.73629201247955,3.7602294568551,3.69531856032184,3.72777400858847
0.485,3.777206004403,3.72390122542084,3.75055361491192,3.76824200542387,3.71654252123768,3.74239226333077,3.76629433524007,3.70259248943774,3.7344434123389
0.49,3.78168020859644,3.73091289657746,3.75629655258695,3.77313424353726,3.72385078482673,3.748492514182,3.77235921362503,3.70986641855363,3.74111281608933
0.495,3.78615441278987,3.73792456773408,3.76203949026197,3.77802648165065,3.73115904841579,3.75459276503322,3.77842409200999,3.71714034766953,3.74778221983976
0.5,3.7906286169833,3.74493623889069,3.767782427937,3.78291871976404,3.73838120710474,3.76064996343439,3.78337793532168,3.72441427678543,3.75389610605356
0.505,3.79510282117674,3.75194791004731,3.77352536561202,3.78736624796184,3.74515038833734,3.76625831814959,3.78794173617484,3.73147370653442,3.75970772135463
0.51,3.79957702537017,3.75895958120393,3.77926830328705,3.79172925983081,3.75191956956994,3.77182441470037,3.79250553702799,3.73792132047503,3.76521342875151
0.515,3.8040512295636,3.76597125236055,3.78501124096207,3.79609227169978,3.75868875080254,3.77739051125116,3.79706933788115,3.74436893441564,3.77071913614839
0.52,3.80818721242842,3.77298292351716,3.79058506797279,3.80045528356875,3.76545793203513,3.78295660780194,3.8016331387343,3.75081654835625,3.77622484354527
0.525,3.81220635680189,3.77999459467378,3.79610047573784,3.80481829543772,3.77222711326773,3.78852270435273,3.80619693958746,3.75726416229686,3.78173055094216
0.53,3.81622550117536,3.7870062658304,3.80161588350288,3.80918130730669,3.77899629450033,3.79408880090351,3.81076074044062,3.76371177623747,3.78723625833904
0.535,3.82024464554883,3.79401793698701,3.80713129126792,3.81354431917566,3.78576547573293,3.7996548974543,3.81532454129377,3.77015939017807,3.79274196573592
0.54,3.8242637899223,3.79913561267398,3.81169970129814,3.81790733104463,3.79253465696553,3.80522099400508,3.81988834214693,3.77660700411868,3.79824767313281
0.545,3.82828293429577,3.80411345988385,3.81619819708981,3.8222703429136,3.79930383819813,3.81078709055586,3.82445214300008,3.78305461805929,3.80375338052969
0.55,3.83230207866924,3.80909130709373,3.82069669288148,3.82663335478257,3.80578886814798,3.81621111146528,3.82854014494352,3.7895022319999,3.80902118847171
0.555,3.83632122304271,3.8140691543036,3.82519518867316,3.83056025208093,3.81058124247456,3.82057074727774,3.8325195851185,3.79592975298944,3.81422466905397
0.56,3.84034036741618,3.81904700151348,3.82969368446483,3.83439418189787,3.81537361680113,3.8248838993495,3.83649902529349,3.80231710605786,3.81940806567567
0.565,3.84435951178965,3.82402484872335,3.8341921802565,3.83822811171482,3.8201659911277,3.82919705142126,3.84047846546848,3.80870445912627,3.82459146229738
0.57,3.84807526375117,3.82900269593323,3.8385389798422,3.84206204153177,3.82495836545427,3.83351020349302,3.84445790564346,3.81509181219469,3.82977485891908
0.575,3.85136800689237,3.83398054314311,3.84267427501774,3.84589597134872,3.82975073978084,3.83782335556478,3.84843734581845,3.82147916526311,3.83495825554078
0.58,3.85466075003358,3.83895839035298,3.84680957019328,3.84972990116567,3.83454311410741,3.84213650763654,3.85241678599344,3.82786651833153,3.84014165216248
0.585,3.85795349317478,3.84393623756286,3.85094486536882,3.85356383098262,3.83933548843399,3.8464496597083,3.85639622616842,3.83425387139994,3.84532504878418
0.59,3.86124623631598,3.84771195666559,3.85447909649079,3.85739776079956,3.84412786276056,3.85076281178006,3.86037566634341,3.84064122446836,3.85050844540589
0.595,3.86453897945719,3.85070445492371,3.85762171719045,3.86123169061651,3.84892023708713,3.85507596385182,3.8643551065184,3.84702857753678,3.85569184202759
0.6,3.86783172259839,3.85369695318183,3.86076433789011,3.86506562043346,3.85348798266229,3.85927680154788,3.86758292033651,3.8534159306052,3.86049942547085
0.605,3.8711244657396,3.85668945143995,3.86390695858977,3.86842332883324,3.85652311734692,3.86247322309008,3.8707161269261,3.85851805057837,3.86461708875223
