SOCbp,OCV_V_15C,R0_ohm_15C,R1_ohm_15C,C1_F_15C,tau1_s_15C,R2_ohm_15C,C2_F_15C,tau2_s_15C,OCV_V_45C,R0_ohm_45C,R1_ohm_45C,C1_F_45C,tau1_s_45C,R2_ohm_45C,C2_F_45C,tau2_s_45C
0.27,3.557503958251658,0.0027185027739664103,0.00034984605241241735,1005.7191251117757,0.3518468657560248,0.002563794733872408,7356.168762349527,18.85970673438843,3.530919566583435,0.001597375114471704,0.00014065276660540175,4004.1424145523347,0.5631937084888193,0.002406202414777512,9805.708406620557,23.594519246614535
0.275,3.562607752655087,0.002711875414484624,0.00034607921841779243,1018.8751980425496,0.35261153220383906,0.002537503125221056,7405.639840113568,18.791834238549743,3.5352718283931854,0.0015939287994911028,0.00014024659369851498,4034.6333666051746,0.5658435864887476,0.0023618265152401787,9929.072453629055,23.45074659272196
0.28,3.567711547058516,0.0027052480550028377,0.00034231238442316756,1032.3208120183251,0.3533761986516534,0.0025112115165697043,7456.146811674331,18.72396174271106,3.539624090202936,0.0015911555774437167,0.00013979869581086032,4050.069179885286,0.5661943892917236,0.0023176607164427086,10024.923212228441,23.23437071433651
0.28500000000000003,3.5728153414619443,0.0026986206955210514,0.0003385455504285427,1046.0656317921882,0.3541408650994676,0.002484919907918353,7507.722557746663,18.65608924687238,3.5439763520126863,0.0015892793478330287,0.00013929519342890294,4045.2318006499895,0.5634813461362896,0.0022737749068789718,10080.699106930559,22.921240673135966
0.29,3.5779191358653732,0.0026919933360392656,0.0003347787164339178,1060.1197570973331,0.35490553154728194,0.002458628299267001,7560.401365499399,18.5882167510337,3.5483286138224366,0.0015874031182223406,0.00013879169104694558,4040.359323752159,0.5607683029808557,0.002229889097315235,10138.67042049552,22.60811063193543
0.295,3.583022930268802,0.002686531711769147,0.0003311362027554171,1074.226775247701,0.3557153752537206,0.002432862552360761,7608.891204481189,18.51138647636945,3.5526808756321873,0.0015855268886116524,0.00013828818866498823,4035.4513658237684,0.5580552598254217,0.002186003287751498,10198.969377428195,22.294980590734884
0.3,3.5881267246722306,0.0026858274368842267,0.00032800103857924014,1087.5257842997137,0.35670958673200875,0.002409242840012596,7636.423910374347,18.397999629370386,3.557498481910915,0.0015836506590009645,0.00013778468628303087,4030.507537893069,0.5553422166699877,0.0021421174781877613,10261.739037828618,21.981850549534343
0.305,3.5932305190756595,0.002685123161999307,0.00032486587440306317,1101.0814812961596,0.3577037982102969,0.0023856231276644315,7664.501811009978,18.284612782371322,3.56289841933688,0.0015817744293902764,0.0001372811839010735,4025.527445281832,0.5526291735145538,0.0020982316686240245,10327.13443055775,21.668720508333802
0.31,3.5983338705542236,0.0026844188871143868,0.0003217307102268862,1114.9013702659263,0.3586980096885851,0.0023620034153162667,7693.1412620075225,18.171225935372263,3.568298356762845,0.0015798981997795882,0.00013677768151911613,4020.510687500308,0.5499161303591198,0.0020543458590602873,10395.323831646281,21.355590467133258
0.315,3.6034280172094495,0.002683714612229467,0.00031859554605070923,1128.9932506138139,0.35969222116687327,0.002338383702968102,7722.359279810431,18.0578390883732,3.57369829418881,0.0015780219701689003,0.00013627417913715878,4015.456858139873,0.5472030872036858,0.0020104600494965505,10466.490210139747,21.042460425932717
0.32,3.6085221638646754,0.002683010337344547,0.00031546038187453226,1143.365231798321,0.3606864326451614,0.0023147639906199373,7752.1735754012125,17.944452241374137,3.579098231614775,0.0015761457405582121,0.00013577067675520142,4010.365544763274,0.5444900440482517,0.0019665742399328136,10540.83286753536,20.729330384732172
0.325,3.6136163105199013,0.0026823060624596266,0.0003123252176983553,1158.0257488934562,0.36168064412344963,0.0022911442782717725,7782.602590101914,17.831065394375077,3.58449816904074,0.001574269510947524,0.00013526717437324404,4005.2363287924327,0.5417770008928178,0.0019226884303690766,10618.569301742024,20.41620034353163
0.33,3.618710457175127,0.002681601787574707,0.0003091900535221783,1172.9835790973236,0.3626748556017378,0.002267524565923608,7813.665533612092,17.717678547376014,3.5898981064667046,0.0015736962817213252,0.00013467166522946938,3987.1073539611143,0.5369503868066067,0.001861240925546257,10647.90417745076,19.81831502636631
0.335,3.623804603830353,0.0026808975126897867,0.00030605488934600135,1188.2478592553723,0.36366906708002594,0.002243904853575443,7845.382424449162,17.60429170037695,3.5952980438926696,0.0015744153267584528,0.0001339849067109717,3955.875429761256,0.530027600416787,0.0017823762909406349,10625.15171236559,18.938018499767715
